id,title,description,author,subject,publicationtype,publicationdateyear,issn,isbn,publisher,peerreviewed,language
EJ670760,The Implications of Welfare Reform for Housing and School Instability.,"Discusses studies on the housing outcomes of welfare recipients to examine the potential influence of welfare reform on housing instability, which influences school instability. State studies suggest that welfare reform has increased rates of family mobility, evictions, and sharing housing. Limited research suggests that housing instability and homelessness will continue to be a major issue for families living in poverty, further increasing children's school instability. (Contains references.) (SM)","Nichols\, Laura,Gault\, Barbara","Disadvantaged Youth,Elementary Secondary Education,Family Violence,Homeless People,Housing Needs,Poverty,Residential Patterns,Student Mobility,Welfare Recipients,Welfare Reform","Journal Articles,Reports - Descriptive",2003,ISSN-0022-2984,,,T,English
EJ670761,Accountability and Student Mobility under Title I of the No Child Left Behind Act.,Highlights three related risks that mobile students face in the implementation of Title I of the No Child Left Behind Act: the risk that they will not be assessed or counted for school accountability; the risk that schools will push low-achieving students to other schools in order to avoid accountability for their achievement; and the risk of limited access to program components and parental involvement provisions of Title I. (SM),"Weckstein\, Paul","Access to Education,Accountability,Elementary Secondary Education,Low Achievement,Student Evaluation,Student Mobility","Journal Articles,Reports - Descriptive",2003,ISSN-0022-2984,,,T,English
EJ670762,Transporting Homeless Students To Increase Stability: A Case Study of Two Texas Districts.,"Examines the legislative context of the new McKinney-Vento provisions, looking at the characteristics of homelessness and the resultant educational barriers that these provisions are attempting to address, and describing how two Texas school districts have responded to the challenges of providing transportation to ensure that students in homeless situations can attend their schools of origin. (SM)","James\, Barbara Wand,Lopez\, Patrick D.","Disadvantaged Youth,Elementary Secondary Education,Federal Legislation,Homeless People,Minority Group Children,Poverty,Student Mobility,Student Transportation","Journal Articles,Reports - Descriptive",2003,ISSN-0022-2984,,,T,English
EJ670763,Student Attendance and Mobility in Minneapolis Public Schools.,"Describes how the Minneapolis Public Schools, Minnesota, identified system-wide standards and practices to help all students achieve the goal of 95 percent attendance, an especially difficult goal for highly mobile students. The Kids Mobility Study in Minneapolis documents the connection between residential mobility and student achievement and between attendance and achievement. Presents recommendations for action in both schools and communities. (SM)","Hinz\, Elizabeth,Kapp\, Lucy,Snapp\, Sarah","Academic Achievement,Attendance Patterns,Elementary Secondary Education,Public Schools,Residential Patterns,School Community Relationship,Student Mobility,Urban Schools","Journal Articles,Reports - Evaluative",2003,ISSN-0022-2984,,,T,English
EJ670764,A Pervasive School Culture for the Betterment of Student Outcomes: One School's Approach to Mobility.,"Illustrates how one California elementary school has developed a culture where all students, particularly highly mobile students, receive the same benefits and opportunities. While there is no formal program, all students, benefit from the way the school conducts its services. Presents a case study, describes the process for taking in new students, and examines programs that benefit all at-risk students, regardless of residential status. (SM)","Franke\, Todd Michael,Isken\, Jo Ann,Parra\, Michelle T.","Elementary Education,Equal Education,High Risk Students,School Culture,Student Mobility","Journal Articles,Reports - Descriptive",2003,ISSN-0022-2984,,,T,English
EJ670765,Student Mobility and Local School Improvement in Chicago.,"Presents data from the Chicago Public Schools to provide a context for exploring student mobility. Discusses the potential disruption of curriculum and instruction, circularity of mobility, and effects of mobility on academic achievement. Highlights two Chicago initiatives that respond to the policy implications. One increases awareness about the effects of mobility on achievement. The other initiative opens school buildings beyond the school day and extends resources to families. (SM)","Kerbow\, David,Azcoitia\, Carlos,Buell\, Barbara","Academic Achievement,Educational Improvement,Elementary Secondary Education,Enrollment Trends,High Risk Students,Residential Patterns,School Community Relationship,Student Mobility","Journal Articles,Reports - Descriptive",2003,ISSN-0022-2984,,,T,English
EJ670766,&quot;It's a Way of Life for Us&quot;: High Mobility and High Achievement in Department of Defense Schools.,"Examines the academic performance of students in U.S. Department of Defense Education Activity (DoDEA) schools, which have high student mobility. Some observers contend that these students' high achievement is a function of their middle class family and community characteristics. Asserts that DoDEA schools simultaneously &quot;do the right things&quot; and &quot;do things right,&quot; including the way that individual schools, as well as the system, respond to high student mobility. (SM)","Smrekar\, Claire E.,Owens\, Debra E.","Academic Achievement,Dependents Schools,Elementary Secondary Education,Military Personnel,Student Mobility","Journal Articles,Reports - Research",2003,ISSN-0022-2984,,,T,English
EJ656745,The Real Accomplishments of Public Education and the False Promise of Vouchers.,"Asserts that vouchers are not the solution to public school problems, calling vouchers political and economic schemes for creating a market system of schools that would effectively reinforce separate and unequal school systems. Notes that no evidence supports the superiority of vouchers or private schools, though evidence demonstrates substantial progress by public schools in raising poor students' achievement and narrowing the black-white achievement gap. (Contains references.) (SM)","LaCour\, Nat","Black Students,Disadvantaged Youth,Educational Vouchers,Elementary Secondary Education,Poverty,Private Schools,Public Schools","Journal Articles,Speeches/Meeting Papers",2002,ISSN-0022-2984,,,T,English
EJ656746,African American Vernacular English and Hawai'i Creole English: A Comparison of Two School Board Controversies.,"Compares controversies surrounding actions by school boards in Hawaii and Oakland, California, to promote student fluency in standard English. Public reactions to these actions demonstrated general lack of understanding about languages and nonstandard dialects. Myths and characterizations about Hawaiian Creole English and African American Vernacular English (and issues these two stigmatized dialects have raised) highlight educational policy implications concerning academic achievement and politics of language. (Contains references.) (SM)","Tamura\, Eileen H.","Academic Achievement,Black Dialects,Code Switching (Language),Culture Conflict,Elementary Secondary Education,Nonstandard Dialects,Sociolinguistics","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ656747,Desegregation of the New Orleans Parochial Schools.,"Discusses desegregation of parochial schools, examining the Roman Catholic Church's struggle to reconcile its moral imperative to desegregate its parochial schools with temporal pressures to resist, as documented in the archives of the Catholic Council of Human Relations in New Orleans, Louisiana, home of the largest number of African American Catholics in the United States. (SM)","Manning\, Diane T.,Rogers\, Perry","Black Students,Catholic Schools,Elementary Secondary Education,Politics of Education,Racial Integration,School Desegregation","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ656748,African American Reaction to Lafayette Parish School Desegregation Order: From Delight to Disenchantment.,"Surveyed middle to upper middle class African Americans at three times following a 2000 court decision to desegregate schools in Louisiana's Lafayette Parish. Results indicated that although reactions were initially largely positive, these reactions turned negative after the reality of implementation (e.g., closing of black schools, busing of black students, and transferring of personnel solely based on race). (SM)","Caldas\, Stephen J.,Growe\, Roslin,Bankston\, Carl L.\, III","Black Students,Busing,Elementary Secondary Education,Politics of Education,Public Opinion,Racial Discrimination,Racially Balanced Schools,School Desegregation","Journal Articles,Reports - Research",2002,ISSN-0022-2984,,,T,English
EJ656749,The Issue of Civic Capacity in Urban Educational Reform: The Case of New Jersey's Thirty Poorest Districts.,"Investigated factors predicting districts' abilities to generate cross-sector support for reforms, using New Jersey's 1998 Supreme Court decision mandating the implementation of comprehensive reforms in its 30 poorest districts and exploring the extent to which community support impacted willingness to embrace reforms and perceptions of resource problems. Results suggest that reform and policy environments must be redefined to align with the realities of urban schools. (SM)","Walker\, Elaine M.,Gutmore\, Dan","Community Support,Educational Change,Elementary Secondary Education,Politics of Education,Poverty,School Districts,Urban Schools","Journal Articles,Reports - Research",2002,ISSN-0022-2984,,,T,English
EJ656750,Surveying the Landscape: Perceptions of Multicultural Support Services and Racial Climate at a Predominantly White University.,"Examined how white and minority students at a predominantly white college perceived racial climate, student support services, multicultural courses, and attitudes toward cultural diversity on campus. Surveys indicated that white and minority students' perceptions varied, and campus support services were inadequate for creating an environment where minority students could have as positive an experience as white students. Minority students frequently experienced intolerance and exclusion. (Contains references.) (SM)","Pewewardy\, Cornel,Frey\, Bruce","College Students,Diversity (Student),Educational Environment,Higher Education,Minority Groups,Multicultural Education,Racial Relations,White Students","Journal Articles,Reports - Research",2002,ISSN-0022-2984,,,T,English
EJ662164,America's Disposable Children: Setting the Stage.,"Introduces a theme issue that examines the crises facing urban black males in the juvenile justice system, concentrating on research on the new penology and African American males, historical and contemporary perspectives to crime and punishment, and crime and socially structured opportunity. Notes the importance of breaking the cycle of poverty, chronic academic failure, abuse, and violence that dominates the lives of black males. (SM)","Yeakey\, Carol Camp","Black Students,Blacks,Disadvantaged Youth,Elementary Secondary Education,Juvenile Justice,Males,Poverty,Racial Discrimination,Urban Areas","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ662165,Educational and Social Reforms for African American Juvenile Delinquents in 19th Century New York City and Philadelphia.,"Identifies some of the earliest known examples of juvenile justice for African American juvenile delinquents in 19th century New York, New York, and Philadelphia, Pennsylvania, raising questions about the quality and type of rehabilitation African American youth accused of crime received in these cities and the early purposes of juvenile reformatories in the urban United States. (SM)","Span\, Christopher M.","Black Students,Correctional Rehabilitation,Delinquency,Educational Change,Elementary Secondary Education,Equal Education,Juvenile Justice,Racial Discrimination,Social Change,Urban Schools","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ662166,What Do the Numbers Tell Us about Crime and Youth?,Uses data from the Youth Risk Behavior Surveillance System and the Uniform Crime Reporting Program of the Federal Bureau of Investigation to explore the relationships between prevalence of drug use and incidents of violence with arrests rates of African American and white youth. Presents the information by state concluding that there is little relationship between prevalence and arrest rates. (SM),"Williams\, Barbara I.","Blacks,Delinquency,Drug Abuse,Juvenile Justice,Racial Discrimination,Violence,Youth Problems","Journal Articles,Numerical/Quantitative Data",2002,ISSN-0022-2984,,,T,English
EJ662167,The Law and Juvenile Justice for People of Color in Elementary and Secondary Schools.,"Recent crime control laws have negatively impacted children of color, imposing a form of social control. Increased laws and punishments have not deterred juvenile delinquents but rather increased the number of criminals. Recommends teaching children about the justice system through education on the Constitution, thus encouraging them to obey the law as they understand the laws and their individual relationship to the Constitution, courts, and political process. (SM)","Brown\, Frank,Russo\, Charles J.,Hunter\, Richard C.","Delinquency,Elementary Secondary Education,Federal Legislation,Juvenile Justice,Minority Group Children,Police Action,Racial Discrimination","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ662168,Why Do Good Kids Do Bad Things? Considering Multiple Contexts in the Study of Antisocial Fighting Behaviors in African American Urban Youth.,"Examined the contexts related to antisocial fighting behaviors among urban, African American high school students. Data on students' social contexts (family, neighborhood, peers, and school) and fighting behaviors indicated a relationship between negative peer influence and antisocial fighting behaviors. The combination of all four negative contexts directly related to fighting behaviors. Males behaved more aggressively than females. (SM)","Foney\, Dana M.,Cunningham\, Michael","Adolescents,Antisocial Behavior,Black Students,Educational Environment,Family Influence,Neighborhoods,Peer Influence,Secondary Education,Sex Differences,Social Environment,Urban Youth","Journal Articles,Reports - Research",2002,ISSN-0022-2984,,,T,English
EJ662169,When Getting Tough Means Getting Tougher: Historical and Conceptual Understandings of Juveniles of Color Sentenced as Adults in the United States.,"Examines problems with juvenile crime and justice for juveniles of color, suggesting patterns in the failing notions of rehabilitation on this marginalized population. Highlights where getting tough means getting tougher, examining dominant explanations regarding disparity in incarceration rates. Asserts that conceptions of race deserve more attention in the context of sentencing research, using recent cases to document recurring patterns and trends following juveniles of color in the 21st century. (SM)","Hopson\, Rodney K.,Obidah\, Jennifer E.","Blacks,Juvenile Justice,Minority Group Children,Sentencing","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ662170,Rap Music and Its Violent Progeny: America's Culture of Violence in Context.,"Considers rap music as a creative expression and metaphorical offspring of America's well-established culture of violence, highlighting rap music in the context of a violent culture; violence in music; rap, cultural capital, and social reproduction; rap in the scholarly literature; political and judicial scrutiny of rap; and capitalism and rap. Recommends refusing to accept the culture of violence and seeking alternative songs of transformation, empowerment, and self-determination. (Contains references.) (SM)","Richardson\, Jeanita W.,Scott\, Kim A.","Antisocial Behavior,Blacks,Social Influences,Violence","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ662171,"Youths' Perceptions of Race, Class, and Language Bias in the Courts.","Investigated young people's perception of race, class, and language bias in the court system, surveying youth from diverse racial/ethnic backgrounds who were detained at a training school or enrolled in a community program. Minority respondents were more negative in their perceptions of judges and court workers than were nonminority respondents. Training school youth were more negative than teens enrolled in a community program. (SM)","Miller\, Fayneese,Foster\, Erica","Adolescents,Attitude Measures,Court Judges,Court Litigation,Juvenile Courts,Minority Group Children,Racial Bias,Racial Differences,Social Bias","Journal Articles,Reports - Research",2002,ISSN-0022-2984,,,T,English
EJ662172,Innocence Lost: Case Studies of Children in the Juvenile Justice System.,"Assessed factors influencing the developmental trajectories of young children at risk for harm to themselves and others. Information from offender profiles, research review, school data, and interviews with or surveys of parents, offenders, social service providers, and probation officers indicated that young offenders and their families received myriad services, most of which were disjointed and focused on specific problems or issues, rather than family systems. (SM)","Brookins\, Geraldine Kearse,Hirsch\, Julie A.","Child Development,Delinquency,Elementary Secondary Education,Family Life,Juvenile Justice,Social Services","Journal Articles,Reports - Research",2002,ISSN-0022-2984,,,T,English
EJ662173,Warehousing or Rehabilitation? Public Schooling in the Juvenile Justice System.,"Examines juvenile correctional facilities, populations served, and educational programs offered. Statistics on social indicators for young African American males, who are overrepresented in the juvenile correctional system, create a profile of incarcerated youth. Examines the role of special education programs in placing young African American males in suboptimal educational settings, noting implications of these placements for academic programs in juvenile correctional facilities. Case studies highlight the situation. (SM)","Morrison\, Harriet R.,Epps\, Beverly D.","Black Students,Correctional Education,Elementary Secondary Education,Juvenile Justice,Males,Special Education","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ662174,Walking a Policy Tightrope: Balancing Educational Opportunity and Criminal Justice in Federal Student Financial Aid.,"The Higher Education Act's Drug-Free Student Aid Provision denies federal aid to anyone convicted of possessing or selling controlled substances. The criminalization of certain offenses and exclusion of others appears to accompany unstated racial and socioeconomic biases. Because minority and poor people are more likely to be convicted of drug possession and sale, adopting this public policy may disallow college access to those who would benefit most. (SM)","Brown\, M. Christopher\, II,Lane\, Jason E.,Rogers\, Kimberly R.","Access to Education,Criminal Law,Federal Aid,Higher Education,Minority Groups,Public Policy,Racial Discrimination,Student Financial Aid,Substance Abuse","Journal Articles,Reports - Descriptive",2002,ISSN-0022-2984,,,T,English
EJ644360,"Confidence, Trust and Respect: The Preeminent Goals of Education Reform.","Confidence and trust are very important in effective school communities and reform efforts. Effective teachers have confidence their students can learn, and trusting students believe their teachers will not betray them. Through the relationships of respect, confidence, and trust a learning environment can be transformed into a genuine learning community. (SM)","Willie\, Charles V.","Black Students,Educational Change,Elementary Secondary Education,Teacher Expectations of Students,Teacher Student Relationship,Trust (Psychology)","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ644361,New Standards and Old Inequalities: School Reform and the Education of African American Students.,"Outlines disparities in educational access, proposing reforms for equalizing opportunities to learn and examining social and economic challenges; reducing achievement gaps; inequality and achievement; the influence of funding on achievement (particularly among African American students); what matters in teaching (e.g., access to quality teaching, teachers, and curriculum); and policy (e.g., resource equalization and opportunity-to-learn standards). (Contains references.) (SM)","Darling-Hammond\, Linda","Academic Achievement,Academic Standards,Access to Education,Black Students,Curriculum Development,Educational Change,Educational Finance,Educational Policy,Elementary Secondary Education,Equal Education,Minority Group Children,Poverty,Racial Discrimination,Resource Allocation,Student Evaluation,Teacher Competencies,Urban Schools","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ644362,Should African Americans Support the Current Education Reform Standards Movement?,"Explores whether African Americans should support today's education reform standards movement, examining African American students' historical struggle for academic excellence; impediments (lack of opportunity to learn, tracking, and student perceptions of the standards movement); higher education's role in the standards movement; and recommendations to ensure that African Americans benefit from the implementation of common academic standards and resultant strengthening of education. (SM)","Futrell\, Mary Hatwood,Brown\, Walter A.","Academic Standards,Access to Education,Black Students,College Role,Diversity (Student),Educational Change,Educational History,Educational Improvement,Elementary Secondary Education,Equal Education,Racial Discrimination,Track System (Education)","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ644363,National Urban Alliance Professional Development Model for Improving Achievement in the Context of Effective Schools Research.,"Describes implementation of the National Urban Alliance for Effective Education's (NUA's) Professional Development Model in several locations, which is designed to help improve students' comprehension, content performance, thinking skills, and literacy by improving teaching and educational quality. Discusses NUA activities and approaches in the context of research on schools that have been effective in the education of disadvantaged students. (SM)","Levine\, Daniel U.,Cooper\, Eric J.,Hilliard\, Asa\, III","Academic Achievement,Black Students,Disadvantaged Youth,Educational Improvement,Elementary Secondary Education,Program Effectiveness,Thinking Skills,Urban Schools","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ644364,Learner-Centered Alternatives to Social Promotion and Retention: A Talent Development Approach.,"Discusses the notion of social promotion versus grade repetition, arguing that neither approach represents an appropriate solution for enhancing the learning outcomes of low-performing students and closing the achievement gaps among students of various ethnic groups. Offers a learner-centered approach as a viable alternative and a mechanism for building upon students' preexisting skills and assets. (SM)","Thomas\, Veronica G.","Academic Achievement,Diversity (Student),Elementary Secondary Education,Grade Repetition,Low Achievement,Minority Group Children,Social Promotion","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ644365,Community Teachers: A Conceptual Framework for Preparing Exemplary Urban Teachers.,"Presents the community teachers conceptual framework to preparing multiculturally proficient teachers, which involves university, community, and school partners in joint accountability for and commitment to increasing the number of community teachers. Examines data from a case narrative of this approach in one urban preservice program, highlighting three tasks (organizing a community of practice, preparing community teachers, and inducting community teachers). (SM)","Murrell\, Peter C.\, Jr.","Beginning Teacher Induction,Consciousness Raising,Cultural Awareness,Diversity (Student),Elementary Secondary Education,Higher Education,Preservice Teacher Education,Teacher Competencies,Teaching Skills,Urban Schools","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ644366,Contrasting Experiences of White Students and Students of Color in a Year-Round High School.,"Examined factors that might influence diverse high school students' levels of participation in intersession programs provided by a year-round education program at an urban high school. Analysis of data from student records indicated that levels of participation varied as a function of students' gender, race, grade level, and level of academic achievement. (SM)","Hood\, Stafford,Freeman\, Donald J.","Academic Achievement,Diversity (Student),Minority Group Children,Racial Differences,Secondary Education,Sex Differences,Student Characteristics,Urban Schools,Vacation Programs,White Students,Year Round Schools","Journal Articles,Reports - Research",2000,ISSN-0022-2984,,,T,English
EJ644367,Implementing Title I School-wide Programs in a Complex Policy Environment: Integrating Standards and School Reform in the Chicago Public Schools.,"This case study investigated how state and district reform policies affected the organization and administration of Title I schoolwide programs in Chicago's public schools, noting whether application of standards to all students contributed to increasing curricular and instructional integration. Results highlight increased teacher collaboration, instructional pacing and integration of standards, and focus on the needs of students not meeting the standards. (SM)","Sunderman\, Gail L.,Mickelsen\, Heidi","Academic Standards,Educational Change,Educational Policy,Elementary Education,National Standards,Teacher Collaboration,Urban Schools","Journal Articles,Reports - Research,Speeches/Meeting Papers",2000,ISSN-0022-2984,,,T,English
EJ644368,A Promising Prospect for Minority Retention: Students Becoming Peer Mentors.,"Examined the academic and interpersonal growth of upper-class, African-American peer mentors by analyzing journal comments written during mentors' first quarter of tutoring and mentoring entering freshmen within a minority engineering program and collecting data from student records. Results indicated that mentors experienced academic and interpersonal growth and also benefited academically from the experience. (SM)","Good\, Jennifer M.","College Students,Engineering Education,Higher Education,Interpersonal Relationship,Mentors,Minority Groups,Peer Teaching,School Holding Power,Student Development,Student Recruitment","Journal Articles,Reports - Research",2000,ISSN-0022-2984,,,T,English
EJ640280,Influences on Mathematics Learning and Attitudes among African American High School Students.,Examined whether the influences of educational productivity factors on mathematics achievement and attitudes toward mathematics were the same for African American high school students and students from other ethnic groups. Data from the 1988 National Longitudinal Study indicated that the influence of productivity factors on mathematics achievement and attitude outcomes were not significantly different between African Americans and other groups. (SM),"Thomas\, John P.","Black Students,High School Students,Mathematics Achievement,Mathematics Education,Productivity,Racial Differences,Secondary Education,Student Attitudes","Journal Articles,Reports - Research",2000,ISSN-0022-2984,,,T,English
EJ640281,Stereotype Threat Reduction and Wise Schooling: Towards the Successful Socialization of African American Doctoral Students in Education.,Interviewed African American graduate students in education to examine their experiences against the conceptual framework of stereotype threat and wise schooling strategies. Results showed that some departments significantly reduced stereotype threat and positively influenced students' academic career aspirations. Successful student socialization did not depend on optimal conditions for all six of the identified wise schooling strategies. (SM),"Taylor\, Edward,Antony\, James Soto","Black Students,Doctoral Programs,Elementary Secondary Education,Ethnic Stereotypes,Graduate Students,Higher Education,Intelligence,Preservice Teacher Education,Role Models,Socialization,Teacher Student Relationship","Journal Articles,Reports - Research",2000,ISSN-0022-2984,,,T,English
EJ640282,Strengths and Needs of African American and European American Grandmothers in the Working and Middle Classes.,Examined the strengths and needs of working- and middle-class African-American and European-American grandmothers. Surveys revealed that African-American grandmothers perceived themselves as significantly more involved in teaching their grandchildren and more likely to need information about various aspects of their grandchildren's lives. Middle-class grandmothers reported significantly less frustration in their grandparenting role than did working-class grandmothers. (SM),"Watson\, Jeffrey A.,Koblinsky\, Sally A.","Black Students,Blacks,Elementary Secondary Education,Females,Grandparents,Middle Class,Racial Differences,Social Influences,Whites,Working Class","Journal Articles,Reports - Research",2000,ISSN-0022-2984,,,T,English
EJ640283,Booker T. Washington and Progressive Education: An Experimentalist Approach to Curriculum Development and Reform.,"Booker T. Washington was a powerful activist in the experimentalist transformation in education. This study finds that his educational practices and stated philosophy were fully consistent with the broad movement of progressive education. He introduced progressive-experimentalist practices that fostered the method of intelligence and social awareness by uniting scientific, industrial, and agricultural education for productive earning and lifelong learning. (SM)","Generals\, Donald","Black Students,Curriculum Development,Educational Change,Elementary Secondary Education,Progressive Education","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ640284,Through the Looking Glass: Harnessing the Power of African American Children's Literature.,"Explores the topic of culturally relevant curriculum materials by examining the use of African American children's literature as a teaching tool. Provides a rationale, examples of instruction from actual classrooms, and reflections of personal experience from the author's childhood and professional career. Reviews various African American children's books regarding their value in teaching concepts spanning the curriculum. (SM)","Collier\, Marta D.","Black Literature,Black Students,Childrens Literature,Culturally Relevant Education,Elementary Secondary Education,Socialization","Journal Articles,Reports - Descriptive",2000,ISSN-0022-2984,,,T,English
EJ600617,"The Full Circle: TRIO Programs, Higher Education, and the American Future--Toward a New Vision of Democracy. Guest Editor's Comments.",Introduces a theme issue on the challenge to ensure higher levels of academic achievement for the rapidly growing population of students from low-income and racial/ethnic minority backgrounds who are the future U.S. college applicant pool. Focuses on what TRIO programs can offer higher education institutions seeking to improve the educational outcomes of such students. (SM),"Blake\, J. Herman","Academic Achievement,Black Students,Democracy,Disadvantaged,Diversity (Student),Educational Improvement,Equal Education,High Risk Students,Higher Education,Low Income Groups,Minority Groups","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ600618,"Fulfilling Private Dreams, Serving Public Priorities: An Analysis of TRIO Students' Success at Independent Colleges and Universities.","Examines the role of private colleges and universities in contributing to the success of minority and low-income students, focusing on how participation in TRIO programs at private institutions affects student success in enrollment and persistence to baccalaureate degree attainment. Looks specifically at the successes of students who have participated in TRIO-funded programs. (SM)","Balz\, Frank J.,Esten\, Melanie R.","Black Students,College Bound Students,Diversity (Student),High Risk Students,Hispanic Americans,Low Income Groups,Minority Groups,Private Colleges,Student Attitudes","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ600619,Upward Bound Students Compared to Other College-bound Students: Profiles of Nonacademic Characteristics and Academic Achievement.,"Compared profiles of students involved in Upward Bound (UB), a program to help disadvantaged students complete high school and prepare for college, and non-UB students on demographics, educational aspirations, financial assistance needs, family income, ACT scores, and courses taken. UB students expressed need for help in key academic areas. Their educational aspirations were similar to those of non-UB students. (SM)","McLure\, Gail T.,Child\, Roger L.","Academic Achievement,College Bound Students,High Risk Students,High School Students,High Schools,Low Income Groups,Minority Groups,Student Attitudes,Student Characteristics,Student Needs","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ600620,Parents' Perceptions of the Value and Nature of Their Children's and Their Own Involvement in an Upward Bound Program.,"Examined parents' perceptions of the value of one college's Upward Bound program, which helped disadvantaged students prepare for college, noting beliefs about their own and their children's involvement. Parents believed that program participation significantly and positively affected their children's lives, and the program was very valuable. Parents were highly involved with the program. Positive parental outcomes related to program participation. (SM)","Zulli\, Rebecca A.,Frierson\, Henry T.\, Jr.,Clayton\, Joyce D.","College Bound Students,Disadvantaged,High Risk Students,High School Students,High Schools,Higher Education,Parent Attitudes,Parent Participation,Program Evaluation,Student Participation,Summer Programs","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ600621,"TRIO and Upward Bound: History, Programs, and Issues--Past, Present, and Future.","Traces the history of TRIO Programs, highlighting their effectiveness in closing educational opportunity gaps in U.S. society. Examines participation criteria, focusing on evolving definitions of educational disadvantagement relative to TRIO eligibility. In examining TRIO's Upward Bound program, the article reviews over 30 years of research on and program evaluations of this initiative, with recommendations for improving Upward Bound's effectiveness. (SM)","McElroy\, Edward J.,Armesto\, Maria","College Bound Students,Disadvantaged,Educational Change,Equal Education,High Risk Students,High School Students,High Schools,Higher Education,Low Income Groups,Minority Groups","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ600622,Components of TRIO's Success: How One Student Support Service Program Achieved Success.,"Examines the unique experiences of a university-based Special Student Services TRIO program from the perspectives of program staff. Staff members considered their program effective because it was responsive, synergistic, supportive, and successful. Explores these four attributes as causative factors leading to the program's status as one of the most popular and highly utilized student service programs on campus. (SM)","Mahoney\, Robert G.","Academic Achievement,College Students,Disadvantaged,High Risk Students,Higher Education,Minority Groups,Program Evaluation","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
EJ600623,A TRIO Program's Impact on Participant Graduation Rates: The Rutgers University Student Support Services Program and Its Network of Services.,"Investigated graduation rates of students in Rutgers University's 1980-92 first-time, full-time freshman cohorts of Student Support Services participants. Cohort groups had a mean graduation rate of 56.2 percent (comparable to national data for similar students and to regular enrollment at Rutgers). The strong outcomes were attributed to the network of federal-, state-, and university-funded support services programs. (SM)","Thomas\, Earl Preston,Farrow\, Earl Vann,Martinez\, Juan","College Graduates,College Students,Disadvantaged,Graduation,High Risk Students,Higher Education,Integrated Services,Minority Groups","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ600624,Assessing Federal TRIO McNair Program Participants' Expectations and Satisfaction with Project Services: A Preliminary Study.,"Assessed the satisfaction of 68 graduates of a post-baccalaureate achievement program for disadvantaged students at one major state university, examining how effective several program components were in preparing students for graduate school. Students evaluated the relative importance of each component and their levels of satisfaction regarding each. Financial support, research, mentoring, and internships were among the most useful components. (SM)","Grimmett\, Muriel A. S.,Bliss\, James R.,Davis\, Diane M.","College Graduates,Disadvantaged,Educational Research,Financial Support,Higher Education,Internship Programs,Mentors,Minority Groups,Program Content,Program Evaluation,Student Attitudes","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ600625,Impressions: African American First-Year Students' Perceptions of a Predominantly White University.,Investigated African American college freshmen's impressions of a predominantly white university. Students took photographs illustrating their perceptions and discussed them individually and in groups. Six themes emerged: the campus' physical beauty and immensity; participants' consciousness of being black on campus; the influence of Greek-letter organizations; the prevalence of voluntary racial/ethnic separation; and concerns about preparing for the future. (SM),"Douglas\, Katie Branch","Black Students,College Environment,College Freshmen,Fraternities,Higher Education,Institutional Characteristics,Racial Relations,Sororities,Student Attitudes","Journal Articles,Reports - Research",1998,ISSN-0022-2984,,,T,English
EJ600626,TRIO Achievers: The Promise of the Future.,"Examines retrospectively the experiences of 332 graduates of TRIO programs for disadvantaged students, highlighting their postsecondary attainments, careers, and contributions as volunteers. Discusses how 10 TRIO achievers perceived that TRIO participation contributed to their success. Their accomplishments demonstrate the value of TRIO programs' direct, student-focused approach to increase college attendance and success rates of low income individuals. (SM)","Coles\, Ann S.","Academic Achievement,Career Choice,Careers,Disadvantaged,Higher Education,Low Income Groups,Minority Groups,Student Attitudes,Student Characteristics,Volunteers","Journal Articles,Reports - Descriptive",1998,ISSN-0022-2984,,,T,English
